Location Name,PlacingStartDate,PlacingEndDate,Manufacturer,Model,Version,SerialNumber,Comment,PPM
Wallingford,01-Sep-24,,Lambrecht,rainE,,881821.0031,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501133,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501139,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501193,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501240,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501250,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501275,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501094,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501136,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501166,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501188,,FALSE
Campbell Sci Ltd,01-Sep-24,,Acclima,TDT,SDI-12,6501254,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6013230,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6503302,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6501048,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6501187,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6501174,,FALSE
Wallingford,01-Sep-24,,Acclima,TDT,SDI-12,6501213,,FALSE
Wallingford,01-Sep-24,,Vaisala,HMP155,A,L1336309,,FALSE
Wallingford,01-Sep-24,,Vaisala,HMP155,E,V1051039,,FALSE
Wallingford,01-Sep-24,,Vaisala,HMP155,E,V1051038,,FALSE
Campbell Sci Ltd,01-Sep-24,,Lambrecht,rainE,,881821.0038,,FALSE
Campbell Sci Ltd,01-Sep-24,,Lambrecht,rainE,,881821.0042,,FALSE
Campbell Sci Ltd,01-Sep-24,,Lambrecht,rainE,,881821.0049,,FALSE
Campbell Sci Ltd,01-Sep-24,,Mobotix,S14D,,10.12.77.172,,FALSE
Campbell Sci Ltd,01-Sep-24,,Campbell Scientific Ltd,SR50A,,6391,,FALSE
Campbell Sci Ltd,03-Sep-24,03-Sep-24,Hukseflux,HFP01,SC,5453,,FALSE
Campbell Sci Ltd,03-Sep-24,,Hukseflux,HFP01,SC,5451,,FALSE
Campbell Sci Ltd,03-Sep-24,,Hukseflux,HFP01,SC,5453,,FALSE
Fivemiletown,03-Sep-24,,Vaisala,HMP155,A,P4020595 ,PPM,TRUE
Campbell Sci Ltd,03-Sep-24,,Vaisala,HMP155,E,T4731067,PPM,TRUE
Fivemiletown,03-Sep-24,,Gill,Windmaster,3D Sonic Anemometer,140322,PPM,TRUE
Campbell Sci Ltd,03-Sep-24,,Gill,Windmaster,3D Sonic Anemometer,144202,PPM,TRUE
Fivemiletown,03-Sep-24,,Vaisala,PTB110,,T4650760,PPM,TRUE
Campbell Sci Ltd,03-Sep-24,,Vaisala,PTB110,,P0710624,PPM,TRUE
Wallingford,04-Sep-24,,Lambrecht,rainE,,881821.0059,,FALSE
Stoughton,04-Sep-24,,Lambrecht,rainE,,881821.0026,,FALSE
Stoughton,04-Sep-24,,Hydroinnova,CRS-2000/B,,HI-TC02-2026,,FALSE
Hillsborough,04-Sep-24,,Vaisala,HMP155,A,M2920126,,TRUE
Campbell Sci Ltd,04-Sep-24,,Vaisala,HMP155,E,T4741141,,TRUE
Hillsborough,04-Sep-24,,Hukseflux,NR01,,2128,,TRUE
Campbell Sci Ltd,04-Sep-24,,Hukseflux,NR01,,2147,,TRUE
Hillsborough,04-Sep-24,,Vaisala,PTB110,,T4650759,,TRUE
Campbell Sci Ltd,04-Sep-24,,Vaisala,PTB110,,L1710069,,TRUE
Hillsborough,04-Sep-24,27-Sep-24,Mobotix,S14D,,10.12.108.168,,TRUE
Campbell Sci Ltd,04-Sep-24,,Mobotix,S14D,,10.12.108.153,,TRUE
Glenwherry,05-Sep-24,,Vaisala,HMP155,E,T4731072,PPM,TRUE
Campbell Sci Ltd,05-Sep-24,,Vaisala,HMP155,E,T4741139,PPM,TRUE
Glenwherry,05-Sep-24,,Vaisala,PTB110,,T4740223,PPM,TRUE
Campbell Sci Ltd,05-Sep-24,,Vaisala,PTB110,,K4840002,PPM,TRUE
Glenwherry,05-Sep-24,,Hukseflux,HFP01,SC,5452,PPM,TRUE
Campbell Sci Ltd,05-Sep-24,,Hukseflux,HFP01,SC,4381,PPM,TRUE
Glenwherry,05-Sep-24,,Hukseflux,HFP01,SC,4670,PPM,TRUE
Campbell Sci Ltd,05-Sep-24,,Hukseflux,HFP01,SC,4386,PPM,TRUE
Wallingford,11-Sep-24,01-Nov-24,OTT,Pluvio2,,340989,,FALSE
Bickley Hall,11-Sep-24,,OTT,Pluvio2,,451532,,FALSE
Bickley Hall,11-Sep-24,,Campbell Scientific Ltd,NL115,,13627,,FALSE
Wallingford,11-Sep-24,02-Oct-24,OTT,Pluvio2,,PL2L-432784,,FALSE
Wallingford,18-Sep-24,,Acclima,TDT,SDI-12,6501289,,FALSE
Henfaes Farm,18-Sep-24,,Acclima,TDT,SDI-12,6501142,,FALSE
Chobham Common,24-Sep-24,,Campbell Scientific Ltd,CR3000,,9969,PPM,TRUE
Campbell Sci Ltd,24-Sep-24,,Campbell Scientific Ltd,CR3000,,10973,PPM,TRUE
Chobham Common,24-Sep-24,,Acclima,TDT,SDI-12,6501216,PPM,TRUE
Campbell Sci Ltd,24-Sep-24,,Acclima,TDT,SDI-12,6501050,PPM,TRUE
Chobham Common,24-Sep-24,,Vaisala,HMP155,A,N5050078,PPM,TRUE
Campbell Sci Ltd,24-Sep-24,,Vaisala,HMP155,E,T4741140,PPM,TRUE
Chobham Common,24-Sep-24,,Lambrecht,rainE,,881821.0041,PPM,TRUE
Campbell Sci Ltd,24-Sep-24,,Lambrecht,rainE,,881821.0036,PPM,TRUE
Chobham Common,24-Sep-24,,Vaisala,PTB110,,T4710744,PPM,TRUE
Campbell Sci Ltd,24-Sep-24,,Vaisala,PTB110,,T4710745,PPM,TRUE
Alice Holt,25-Sep-24,,Rotronic,Hygroclip2,HC2A-S3-Standard Meteo Probe,20134980,PPM,TRUE
Campbell Sci Ltd,25-Sep-24,,Rotronic,Hygroclip2,HC2A-S3-Standard Meteo Probe,20135119,PPM,TRUE
Alice Holt,25-Sep-24,,Campbell Scientific Ltd,CR3000,,2164,PPM,TRUE
Campbell Sci Ltd,25-Sep-24,,Campbell Scientific Ltd,CR3000,,8892,PPM,TRUE
Alice Holt,25-Sep-24,,Hukseflux,NR01,,2319,PPM,TRUE
Campbell Sci Ltd,25-Sep-24,,Hukseflux,NR01,,2127,PPM,TRUE
Hillsborough,27-Sep-24,,Mobotix,S16D,,10.29.116.135,COSMOS7 conf,FALSE
Wallingford,27-Sep-24,,Mobotix,S14D,,10.12.108.168,COSMOS7 conf,FALSE
Wallingford,01-Oct-24,,Campbell Scientific Ltd,NL115,,13330,,FALSE
Wallingford,02-Oct-24,,OTT,Pluvio2,,411347,,FALSE
Bunny Park,02-Oct-24,,OTT,Pluvio2,,PL2L-432784,,FALSE
Gill,03-Oct-24,,Gill,Windmaster,3D Sonic Anemometer,140304,,FALSE
Gill,03-Oct-24,,Gill,Windmaster,3D Sonic Anemometer,140319,,FALSE
Gill,03-Oct-24,,Gill,Windmaster,3D Sonic Anemometer,140401,,FALSE
Sheepdrove,07-Oct-24,,Hydroinnova,CRS-2000/B,,HI-TC02-2055,,FALSE
Wallingford,07-Oct-24,,Hydroinnova,CRS-2000/B,,HI-TC02-2049,,FALSE
Sheepdrove,07-Oct-24,,Gill,Windmaster,3D Sonic Anemometer,215101,RM,FALSE
Wallingford,07-Oct-24,,Gill,Windmaster,3D Sonic Anemometer,140810,RM,FALSE
Wallingford,11-Oct-24,,Sierra Wireless,Airlink LX60,None,C02303202502B101,,FALSE
Sheepdrove,31-Oct-24,,Campbell Scientific Ltd,CR3000,,13595,RM,FALSE
Wallingford,31-Oct-24,,Campbell Scientific Ltd,CR3000,,12798,RM,FALSE
Sheepdrove,31-Oct-24,,Campbell Scientific Ltd,NL116,,2743,RM,FALSE
Wallingford,31-Oct-24,31-Oct-24,Campbell Scientific Ltd,NL116,,2740,RM,FALSE
Wallingford,31-Oct-24,,Campbell Scientific Ltd,NL115,,13760,,FALSE
Wallingford,31-Oct-24,,Campbell Scientific Ltd,NL116,,2740,,FALSE
Wallingford,31-Oct-24,,Campbell Scientific Ltd,NL116,,4724,,FALSE
Wallingford,31-Oct-24,,Hukseflux,NR01,,1464,,FALSE
Wallingford,31-Oct-24,,Hukseflux,NR01,,2152,,FALSE
Wallingford,31-Oct-24,,Hukseflux,NR01,,2454,,FALSE
OTT,01-Nov-24,,OTT,Pluvio2,,358377,,FALSE
OTT,01-Nov-24,,OTT,Pluvio2,L,451585,,FALSE
OTT,01-Nov-24,,OTT,Pluvio2,,340989,,FALSE
Wallingford,01-Nov-24,,Mobotix,S15D,,10.18.153.182,,FALSE
Wallingford,01-Nov-24,,Mobotix,S14D,,10.12.179.143,,FALSE
Wallingford,01-Nov-24,,Mobotix,S14D,,10.12.91.68,,FALSE
Wallingford,01-Nov-24,,Mobotix,S15D,,10.16.146.236,,FALSE
Wallingford,01-Nov-24,,Mobotix,S14D,,10.12.106.168,,FALSE
Wallingford,01-Nov-24,,Mobotix,S14D,,10.12.91.71,,FALSE
Wallingford,01-Nov-24,,Hydroinnova,CRS-1000/B,,HI-TC01-1004,,FALSE
Wallingford,01-Nov-24,,Hydroinnova,CRS-1000/B,,HI-TC01-1127,,FALSE
Wallingford,01-Nov-24,,Hydroinnova,CRS-1000/B,,HI-TC01-1191,,FALSE
Wallingford,01-Nov-24,,Hydroinnova,CRS-1000/B,Bare,HI-TC01-1005,,FALSE
Wallingford,11-Nov-24,,Sierra Wireless,Airlink LX60,None,7H3514500901B101,,FALSE
Wallingford,11-Nov-24,,Sierra Wireless,Airlink LX60,None,7H3514507102B101,,FALSE
Wallingford,11-Nov-24,,Sierra Wireless,Airlink LX60,None,7H3514500602B101,,FALSE
Wallingford,11-Nov-24,,Sierra Wireless,Airlink LX60,None,7H3514504001B101,,FALSE
Wallingford,11-Nov-24,,Sierra Wireless,Airlink LX60,None,7H3514505602B101,,FALSE
Wallingford,11-Nov-24,,Campbell Scientific Ltd,CR1000Xe,,70123,,FALSE
Wallingford,11-Nov-24,,Campbell Scientific Ltd,CR1000Xe,,70124,,FALSE
Wallingford,11-Nov-24,,Campbell Scientific Ltd,CR1000Xe,,70125,,FALSE
Wallingford,11-Nov-24,,Campbell Scientific Ltd,CR3000,,13593,,FALSE
Wallingford,11-Nov-24,,Campbell Scientific Ltd,CR3000,,9575,,FALSE
