TIMESERIES_ID,TIMESERIES_DEF,PARAMETER_ID
COSMOS-CHIMN-CTS_BARE_30MIN_RAW,CTS_BARE_30MIN_RAW,CTS
COSMOS-CHIMN-CTS_MOD2_30MIN_RAW,CTS_MOD2_30MIN_RAW,CTS
COSMOS-CHIMN-PROFILE_VWC15_30MIN_RAW,PROFILE_VWC15_30MIN_RAW,VWC_SOIL_15
COSMOS-CHIMN-PROFILE_SOILEC15_30MIN_RAW,PROFILE_SOILEC15_30MIN_RAW,COND_15
COSMOS-CHIMN-PROFILE_VWC40_30MIN_RAW,PROFILE_VWC40_30MIN_RAW,VWC_SOIL_40
COSMOS-CHIMN-PROFILE_SOILEC40_30MIN_RAW,PROFILE_SOILEC40_30MIN_RAW,COND_40
COSMOS-CHIMN-PROFILE_VWC65_30MIN_RAW,PROFILE_VWC65_30MIN_RAW,VWC_SOIL_65
COSMOS-CHIMN-PROFILE_SOILEC65_30MIN_RAW,PROFILE_SOILEC65_30MIN_RAW,COND_65
COSMOS-CHIMN-STP_TSOIL50_30MIN_RAW,STP_TSOIL50_30MIN_RAW,TEMP_SOIL_50
COSMOS-CHIMN-STP_TSOIL20_30MIN_RAW,STP_TSOIL20_30MIN_RAW,TEMP_SOIL_20
COSMOS-CHIMN-STP_TSOIL10_30MIN_RAW,STP_TSOIL10_30MIN_RAW,TEMP_SOIL_10
COSMOS-CHIMN-STP_TSOIL5_30MIN_RAW,STP_TSOIL5_30MIN_RAW,TEMP_SOIL_5
COSMOS-CHIMN-STP_TSOIL2_30MIN_RAW,STP_TSOIL2_30MIN_RAW,TEMP_SOIL_2
COSMOS-CHIMN-G1_30MIN_RAW,G1_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G1_STD_30MIN_RAW,G1_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G1_MV_30MIN_RAW,G1_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G1_CAL_30MIN_RAW,G1_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G2_30MIN_RAW,G2_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G2_STD_30MIN_RAW,G2_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G2_MV_30MIN_RAW,G2_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-G2_CAL_30MIN_RAW,G2_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-CHIMN-BATTV_30MIN_RAW,BATTV_30MIN_RAW,VOLTAGE
COSMOS-CHIMN-SCANS_30MIN_RAW,SCANS_30MIN_RAW,SCANS_METPAK
COSMOS-CHIMN-CTS_MOD_DIAG_1_30MIN_RAW,CTS_MOD_DIAG_1_30MIN_RAW,DIAG_CRNS
COSMOS-CHIMN-CTS_MOD_DIAG_2_30MIN_RAW,CTS_MOD_DIAG_2_30MIN_RAW,DIAG_CRNS
COSMOS-CHIMN-CTS_MOD_DIAG_3_30MIN_RAW,CTS_MOD_DIAG_3_30MIN_RAW,DIAG_CRNS
COSMOS-CHIMN-CTS_MOD_DIAG_4_30MIN_RAW,CTS_MOD_DIAG_4_30MIN_RAW,DIAG_CRNS
COSMOS-CHIMN-CTS_MOD_DIAG_5_30MIN_RAW,CTS_MOD_DIAG_5_30MIN_RAW,DIAG_CRNS
COSMOS-CHIMN-UX_30MIN_RAW,UX_30MIN_RAW,WS
COSMOS-CHIMN-UZ_30MIN_RAW,UZ_30MIN_RAW,WS
COSMOS-CHIMN-UY_30MIN_RAW,UY_30MIN_RAW,WS
COSMOS-CHIMN-STDEV_UX_30MIN_RAW,STDEV_UX_30MIN_RAW,WS
COSMOS-CHIMN-STDEV_UY_30MIN_RAW,STDEV_UY_30MIN_RAW,WS
COSMOS-CHIMN-STDEV_UZ_30MIN_RAW,STDEV_UZ_30MIN_RAW,WS
COSMOS-CHIMN-COV_UX_UY_30MIN_RAW,COV_UX_UY_30MIN_RAW,WS
COSMOS-CHIMN-COV_UX_UZ_30MIN_RAW,COV_UX_UZ_30MIN_RAW,WS
COSMOS-CHIMN-COV_UY_UZ_30MIN_RAW,COV_UY_UZ_30MIN_RAW,WS
COSMOS-CHIMN-SNOWD_DISTANCE_COR_30MIN_RAW,SNOWD_DISTANCE_COR_30MIN_RAW,SNOWD_DISTANCE_COR
COSMOS-CHIMN-WS_RES_30MIN_RAW,WS_RES_30MIN_RAW,WS
COSMOS-CHIMN-HS_30MIN_RAW,HS_30MIN_RAW,HEATFLUX_SENSIBLE
COSMOS-CHIMN-TAU_30MIN_RAW,TAU_30MIN_RAW,FLUX_MOM
COSMOS-CHIMN-U_STAR_30MIN_RAW,U_STAR_30MIN_RAW,FRICTIONV
COSMOS-CHIMN-TS_30MIN_RAW,TS_30MIN_RAW,TEMP_SONIC
COSMOS-CHIMN-STDEV_TS_30MIN_RAW,STDEV_TS_30MIN_RAW,TEMP_SONIC
COSMOS-CHIMN-COV_TS_UX_30MIN_RAW,COV_TS_UX_30MIN_RAW,WS
COSMOS-CHIMN-COV_TS_UY_30MIN_RAW,COV_TS_UY_30MIN_RAW,WS
COSMOS-CHIMN-TNR01C_30MIN_PROCESSED,TNR01C_30MIN_PROCESSED,TEMP_RADIOMETER
COSMOS-CHIMN-TS_30MIN_PROCESSED,TS_30MIN_PROCESSED,TEMP_SONIC
COSMOS-CHIMN-U_STAR_30MIN_PROCESSED,U_STAR_30MIN_PROCESSED,FRICTIONV
COSMOS-CHIMN-UX_30MIN_PROCESSED,UX_30MIN_PROCESSED,WS
COSMOS-CHIMN-UZ_30MIN_PROCESSED,UZ_30MIN_PROCESSED,WS
COSMOS-CHIMN-UY_30MIN_PROCESSED,UY_30MIN_PROCESSED,WS
COSMOS-CHIMN-WD_30MIN_PROCESSED,WD_30MIN_PROCESSED,WD
COSMOS-CHIMN-WS_30MIN_PROCESSED,WS_30MIN_PROCESSED,WS
COSMOS-CHIMN-WS_RES_30MIN_PROCESSED,WS_RES_30MIN_PROCESSED,WS
COSMOS-CHIMN-ALBEDO_30MIN_PROCESSED,ALBEDO_30MIN_PROCESSED,ALBEDO
COSMOS-CHIMN-COV_TS_UX_30MIN_PROCESSED,COV_TS_UX_30MIN_PROCESSED,WS
COSMOS-CHIMN-COV_TS_UY_30MIN_PROCESSED,COV_TS_UY_30MIN_PROCESSED,WS
COSMOS-CHIMN-COV_TS_UZ_30MIN_PROCESSED,COV_TS_UZ_30MIN_PROCESSED,WS
COSMOS-CHIMN-COV_UX_UY_30MIN_PROCESSED,COV_UX_UY_30MIN_PROCESSED,WS
COSMOS-CHIMN-COV_UX_UZ_30MIN_PROCESSED,COV_UX_UZ_30MIN_PROCESSED,WS
COSMOS-CHIMN-COV_UY_UZ_30MIN_PROCESSED,COV_UY_UZ_30MIN_PROCESSED,WS
COSMOS-CHIMN-CTS_BARE_30MIN_PROCESSED,CTS_BARE_30MIN_PROCESSED,CTS
COSMOS-CHIMN-CTS_MOD_30MIN_PROCESSED,CTS_MOD_30MIN_PROCESSED,CTS
COSMOS-CHIMN-CTS_MOD_RH_30MIN_PROCESSED,CTS_MOD_RH_30MIN_PROCESSED,RH
COSMOS-CHIMN-CTS_MOD_TEMP_30MIN_PROCESSED,CTS_MOD_TEMP_30MIN_PROCESSED,TEMP_CRNS
COSMOS-CHIMN-CTS_MOD_PERIOD_30MIN_PROCESSED,CTS_MOD_PERIOD_30MIN_PROCESSED,MEASURE_PERIOD
COSMOS-CHIMN-CTS_MOD2_30MIN_PROCESSED,CTS_MOD2_30MIN_PROCESSED,CTS
COSMOS-CHIMN-CTS_MOD2_RH_30MIN_PROCESSED,CTS_MOD2_RH_30MIN_PROCESSED,RH
COSMOS-CHIMN-CTS_MOD2_TEMP_30MIN_PROCESSED,CTS_MOD2_TEMP_30MIN_PROCESSED,TEMP_CRNS
COSMOS-CHIMN-CTS_MOD2_PERIOD_30MIN_PROCESSED,CTS_MOD2_PERIOD_30MIN_PROCESSED,MEASURE_PERIOD
COSMOS-CHIMN-E_SAT_MEAN_30MIN_PROCESSED,E_SAT_MEAN_30MIN_PROCESSED,VAPOUR_P
COSMOS-CHIMN-G1_30MIN_PROCESSED,G1_30MIN_PROCESSED,HEATFLUX_SOIL
COSMOS-CHIMN-G2_30MIN_PROCESSED,G2_30MIN_PROCESSED,HEATFLUX_SOIL
COSMOS-CHIMN-HS_30MIN_PROCESSED,HS_30MIN_PROCESSED,HEATFLUX_SENSIBLE
COSMOS-CHIMN-LWIN_30MIN_PROCESSED,LWIN_30MIN_PROCESSED,LWIN
COSMOS-CHIMN-LWOUT_30MIN_PROCESSED,LWOUT_30MIN_PROCESSED,LWOUT
COSMOS-CHIMN-LWIN_MULT_30MIN_PROCESSED,LWIN_MULT_30MIN_PROCESSED,FACTOR_CALIB
COSMOS-CHIMN-LWOUT_MULT_30MIN_PROCESSED,LWOUT_MULT_30MIN_PROCESSED,FACTOR_CALIB
COSMOS-CHIMN-MSLP_30MIN_PROCESSED,MSLP_30MIN_PROCESSED,PA
COSMOS-CHIMN-PA_30MIN_PROCESSED,PA_30MIN_PROCESSED,PA
COSMOS-CHIMN-PE_30MIN_PROCESSED,PE_30MIN_PROCESSED,PE
COSMOS-CHIMN-PRECIP_30MIN_PROCESSED,PRECIP_30MIN_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PRECIP_RAINE_30MIN_PROCESSED,PRECIP_RAINE_30MIN_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING_30MIN_PROCESSED,PRECIP_TIPPING_30MIN_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING2_30MIN_PROCESSED,PRECIP_TIPPING2_30MIN_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PROFILE_VWC15_30MIN_PROCESSED,PROFILE_VWC15_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-CHIMN-PROFILE_SOILEC15_30MIN_PROCESSED,PROFILE_SOILEC15_30MIN_PROCESSED,COND_15
COSMOS-CHIMN-PROFILE_VWC40_30MIN_PROCESSED,PROFILE_VWC40_30MIN_PROCESSED,VWC_SOIL_40
COSMOS-CHIMN-PROFILE_SOILEC40_30MIN_PROCESSED,PROFILE_SOILEC40_30MIN_PROCESSED,COND_40
COSMOS-CHIMN-PROFILE_VWC65_30MIN_PROCESSED,PROFILE_VWC65_30MIN_PROCESSED,VWC_SOIL_65
COSMOS-CHIMN-PROFILE_SOILEC65_30MIN_PROCESSED,PROFILE_SOILEC65_30MIN_PROCESSED,COND_65
COSMOS-CHIMN-Q_30MIN_PROCESSED,Q_30MIN_PROCESSED,Q
COSMOS-CHIMN-RHO_A_MEAN_30MIN_PROCESSED,RHO_A_MEAN_30MIN_PROCESSED,AIR_DENSITY
COSMOS-CHIMN-RH_30MIN_PROCESSED,RH_30MIN_PROCESSED,RH
COSMOS-CHIMN-RN_30MIN_PROCESSED,RN_30MIN_PROCESSED,RN
COSMOS-CHIMN-SNOWD_DISTANCE_COR_30MIN_PROCESSED,SNOWD_DISTANCE_COR_30MIN_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-CHIMN-SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC
COSMOS-CHIMN-STP_TSOIL50_30MIN_PROCESSED,STP_TSOIL50_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-STP_TSOIL20_30MIN_PROCESSED,STP_TSOIL20_30MIN_PROCESSED,TEMP_SOIL_20
COSMOS-CHIMN-STP_TSOIL10_30MIN_PROCESSED,STP_TSOIL10_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-STP_TSOIL5_30MIN_PROCESSED,STP_TSOIL5_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-STP_TSOIL2_30MIN_PROCESSED,STP_TSOIL2_30MIN_PROCESSED,TEMP_SOIL_2
COSMOS-CHIMN-SWIN_30MIN_PROCESSED,SWIN_30MIN_PROCESSED,SWIN
COSMOS-CHIMN-SWOUT_30MIN_PROCESSED,SWOUT_30MIN_PROCESSED,SWOUT
COSMOS-CHIMN-TA_30MIN_PROCESSED,TA_30MIN_PROCESSED,TEMP_AIR
COSMOS-CHIMN-TAU_30MIN_PROCESSED,TAU_30MIN_PROCESSED,FLUX_MOM
COSMOS-CHIMN-TDT1_VWC_30MIN_PROCESSED,TDT1_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-CHIMN-TDT1_TSOIL_30MIN_PROCESSED,TDT1_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-TDT1_SOILPERM_30MIN_PROCESSED,TDT1_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-CHIMN-TDT1_SOILEC_30MIN_PROCESSED,TDT1_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-CHIMN-TDT2_VWC_30MIN_PROCESSED,TDT2_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-CHIMN-TDT2_TSOIL_30MIN_PROCESSED,TDT2_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-TDT2_SOILPERM_30MIN_PROCESSED,TDT2_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-CHIMN-TDT2_SOILEC_30MIN_PROCESSED,TDT2_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-CHIMN-TDT3_VWC_30MIN_PROCESSED,TDT3_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-CHIMN-TDT3_TSOIL_30MIN_PROCESSED,TDT3_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-TDT3_SOILEC_30MIN_PROCESSED,TDT3_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-CHIMN-TDT3_SOILPERM_30MIN_PROCESSED,TDT3_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-CHIMN-TDT4_VWC_30MIN_PROCESSED,TDT4_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-CHIMN-TDT4_TSOIL_30MIN_PROCESSED,TDT4_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-TDT4_SOILEC_30MIN_PROCESSED,TDT4_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-CHIMN-TDT4_SOILPERM_30MIN_PROCESSED,TDT4_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-CHIMN-TDT5_VWC_30MIN_PROCESSED,TDT5_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-CHIMN-TDT5_TSOIL_30MIN_PROCESSED,TDT5_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-CHIMN-TDT5_SOILEC_30MIN_PROCESSED,TDT5_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-CHIMN-TDT5_SOILPERM_30MIN_PROCESSED,TDT5_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-CHIMN-TDT6_VWC_30MIN_PROCESSED,TDT6_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-CHIMN-TDT6_TSOIL_30MIN_PROCESSED,TDT6_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-CHIMN-TDT6_SOILEC_30MIN_PROCESSED,TDT6_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-CHIMN-TDT6_SOILPERM_30MIN_PROCESSED,TDT6_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-CHIMN-TDT7_VWC_30MIN_PROCESSED,TDT7_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-CHIMN-TDT7_TSOIL_30MIN_PROCESSED,TDT7_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-CHIMN-TDT7_SOILEC_30MIN_PROCESSED,TDT7_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-CHIMN-TDT7_SOILPERM_30MIN_PROCESSED,TDT7_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-CHIMN-TDT8_VWC_30MIN_PROCESSED,TDT8_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-CHIMN-TDT8_TSOIL_30MIN_PROCESSED,TDT8_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-CHIMN-TDT8_SOILEC_30MIN_PROCESSED,TDT8_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-CHIMN-TDT8_SOILPERM_30MIN_PROCESSED,TDT8_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-CHIMN-TDT9_VWC_30MIN_PROCESSED,TDT9_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-CHIMN-TDT9_TSOIL_30MIN_PROCESSED,TDT9_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-TDT9_SOILEC_30MIN_PROCESSED,TDT9_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-CHIMN-TDT9_SOILPERM_30MIN_PROCESSED,TDT9_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-CHIMN-TDT10_VWC_30MIN_PROCESSED,TDT10_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-CHIMN-TDT10_TSOIL_30MIN_PROCESSED,TDT10_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-TDT10_SOILEC_30MIN_PROCESSED,TDT10_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-CHIMN-TDT10_SOILPERM_30MIN_PROCESSED,TDT10_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-CHIMN-WD_1DAY_PROCESSED,WD_1DAY_PROCESSED,WD
COSMOS-CHIMN-WS_1DAY_PROCESSED,WS_1DAY_PROCESSED,WS
COSMOS-CHIMN-ALBEDO_1DAY_PROCESSED,ALBEDO_1DAY_PROCESSED,ALBEDO
COSMOS-CHIMN-ALBEDO_SD_1DAY_PROCESSED,ALBEDO_SD_1DAY_PROCESSED,ALBEDO
COSMOS-CHIMN-COSMOS_VWC_1DAY_PROCESSED,COSMOS_VWC_1DAY_PROCESSED,VWC_CRNS
COSMOS-CHIMN-COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,VWC_CRNS
COSMOS-CHIMN-CTS_EST_CRNS_1DAY_PROCESSED,CTS_EST_CRNS_1DAY_PROCESSED,CTS
COSMOS-CHIMN-CTS_MOD_CORR_1DAY_PROCESSED,CTS_MOD_CORR_1DAY_PROCESSED,CTS
COSMOS-CHIMN-D86_1MIN_1DAY_PROCESSED,D86_1MIN_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_5M_1DAY_PROCESSED,D86_5M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_25M_1DAY_PROCESSED,D86_25M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_75M_1DAY_PROCESSED,D86_75M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_150M_1DAY_PROCESSED,D86_150M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_200M_1DAY_PROCESSED,D86_200M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-G1_1DAY_PROCESSED,G1_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-CHIMN-G2_1DAY_PROCESSED,G2_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-CHIMN-LWIN_1DAY_PROCESSED,LWIN_1DAY_PROCESSED,LWIN
COSMOS-CHIMN-LWOUT_1DAY_PROCESSED,LWOUT_1DAY_PROCESSED,LWOUT
COSMOS-CHIMN-MSLP_1DAY_PROCESSED,MSLP_1DAY_PROCESSED,PA
COSMOS-CHIMN-PA_1DAY_PROCESSED,PA_1DAY_PROCESSED,PA
COSMOS-CHIMN-PE_1DAY_PROCESSED,PE_1DAY_PROCESSED,PE
COSMOS-CHIMN-PRECIP_1DAY_PROCESSED,PRECIP_1DAY_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PRECIP_RAINE_1DAY_PROCESSED,PRECIP_RAINE_1DAY_PROCESSED,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING_1DAY_PROCESSED,PRECIP_TIPPING_1DAY_PROCESSED,PRECIPITATION
COSMOS-CHIMN-Q_1DAY_PROCESSED,Q_1DAY_PROCESSED,Q
COSMOS-CHIMN-RH_1DAY_PROCESSED,RH_1DAY_PROCESSED,RH
COSMOS-CHIMN-RN_1DAY_PROCESSED,RN_1DAY_PROCESSED,RN
COSMOS-CHIMN-SIGMA_SWE_CRNS_1DAY_PROCESSED,SIGMA_SWE_CRNS_1DAY_PROCESSED,UNCERTAINTY
COSMOS-CHIMN-SMI_1DAY_PROCESSED,SMI_1DAY_PROCESSED,SMI
COSMOS-CHIMN-SNOW_1DAY_PROCESSED,SNOW_1DAY_PROCESSED,SNOW_DAY
COSMOS-CHIMN-SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-CHIMN-STP_TSOIL2_1DAY_PROCESSED,STP_TSOIL2_1DAY_PROCESSED,TEMP_SOIL_2
COSMOS-CHIMN-STP_TSOIL5_1DAY_PROCESSED,STP_TSOIL5_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-STP_TSOIL10_1DAY_PROCESSED,STP_TSOIL10_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-STP_TSOIL20_1DAY_PROCESSED,STP_TSOIL20_1DAY_PROCESSED,TEMP_SOIL_20
COSMOS-CHIMN-STP_TSOIL50_1DAY_PROCESSED,STP_TSOIL50_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-SWE_CRNS_1DAY_PROCESSED,SWE_CRNS_1DAY_PROCESSED,SWE
COSMOS-CHIMN-SWIN_1DAY_PROCESSED,SWIN_1DAY_PROCESSED,SWIN
COSMOS-CHIMN-SWOUT_1DAY_PROCESSED,SWOUT_1DAY_PROCESSED,SWOUT
COSMOS-CHIMN-TA_1DAY_PROCESSED,TA_1DAY_PROCESSED,TEMP_AIR
COSMOS-CHIMN-TA_MAX_1DAY_PROCESSED,TA_MAX_1DAY_PROCESSED,TEMP_AIR
COSMOS-CHIMN-TA_MIN_1DAY_PROCESSED,TA_MIN_1DAY_PROCESSED,TEMP_AIR
COSMOS-CHIMN-TDT1_TSOIL_1DAY_PROCESSED,TDT1_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-TDT2_TSOIL_1DAY_PROCESSED,TDT2_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CHIMN-TDT3_TSOIL_1DAY_PROCESSED,TDT3_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-TDT4_TSOIL_1DAY_PROCESSED,TDT4_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CHIMN-TDT5_TSOIL_1DAY_PROCESSED,TDT5_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-CHIMN-TDT6_TSOIL_1DAY_PROCESSED,TDT6_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-CHIMN-TDT7_TSOIL_1DAY_PROCESSED,TDT7_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-CHIMN-TDT8_TSOIL_1DAY_PROCESSED,TDT8_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-CHIMN-TDT9_TSOIL_1DAY_PROCESSED,TDT9_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-TDT10_TSOIL_1DAY_PROCESSED,TDT10_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CHIMN-TDT1_VWC_1DAY_PROCESSED,TDT1_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-CHIMN-TDT2_VWC_1DAY_PROCESSED,TDT2_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-CHIMN-TDT3_VWC_1DAY_PROCESSED,TDT3_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-CHIMN-TDT4_VWC_1DAY_PROCESSED,TDT4_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-CHIMN-TDT5_VWC_1DAY_PROCESSED,TDT5_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-CHIMN-TDT6_VWC_1DAY_PROCESSED,TDT6_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-CHIMN-TDT7_VWC_1DAY_PROCESSED,TDT7_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-CHIMN-TDT8_VWC_1DAY_PROCESSED,TDT8_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-CHIMN-TDT9_VWC_1DAY_PROCESSED,TDT9_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-CHIMN-TDT10_VWC_1DAY_PROCESSED,TDT10_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-CHIMN-CTS_EST_CRNS_1HOUR_PROCESSED,CTS_EST_CRNS_1HOUR_PROCESSED,CTS
COSMOS-CHIMN-SWE_CRNS_1HOUR_PROCESSED,SWE_CRNS_1HOUR_PROCESSED,SWE
COSMOS-CHIMN-SIGMA_SWE_CRNS_1HOUR_PROCESSED,SIGMA_SWE_CRNS_1HOUR_PROCESSED,UNCERTAINTY
COSMOS-CHIMN-EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-PA_1HOUR_PROCESSED,PA_1HOUR_PROCESSED,PA
COSMOS-CHIMN-Q_1HOUR_PROCESSED,Q_1HOUR_PROCESSED,Q
COSMOS-CHIMN-CTS_MOD_1HOUR_PROCESSED,CTS_MOD_1HOUR_PROCESSED,CTS
COSMOS-CHIMN-COSMOSFACTOR_PA_1HOUR_PROCESSED,COSMOSFACTOR_PA_1HOUR_PROCESSED,FACTOR_PA
COSMOS-CHIMN-COSMOSFACTOR_INTEN_1HOUR_PROCESSED,COSMOSFACTOR_INTEN_1HOUR_PROCESSED,FACTOR_INTEN
COSMOS-CHIMN-COSMOSFACTOR_Q_1HOUR_PROCESSED,COSMOSFACTOR_Q_1HOUR_PROCESSED,FACTOR_Q
COSMOS-CHIMN-CTS_MOD_CORR_1HOUR_PROCESSED,CTS_MOD_CORR_1HOUR_PROCESSED,CTS
COSMOS-CHIMN-COSMOS_VWC_1HOUR_PROCESSED,COSMOS_VWC_1HOUR_PROCESSED,VWC_CRNS
COSMOS-CHIMN-D86_1MIN_1HOUR_PROCESSED,D86_1MIN_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_5M_1HOUR_PROCESSED,D86_5M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_25M_1HOUR_PROCESSED,D86_25M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_75M_1HOUR_PROCESSED,D86_75M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_150M_1HOUR_PROCESSED,D86_150M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-D86_200M_1HOUR_PROCESSED,D86_200M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CHIMN-PE_1HOUR_PROCESSED,PE_1HOUR_PROCESSED,PE
