TIMESERIES_ID,TIMESERIES_DEF,PARAMETER_ID
COSMOS-HADLW-TDT6_TSOIL_30MIN_RAW,TDT6_TSOIL_30MIN_RAW,TEMP_SOIL_15
COSMOS-HADLW-TDT6_SOILEC_30MIN_RAW,TDT6_SOILEC_30MIN_RAW,COND_15
COSMOS-HADLW-TDT6_SOILPERM_30MIN_RAW,TDT6_SOILPERM_30MIN_RAW,PERM_15
COSMOS-HADLW-TDT7_VWC_30MIN_RAW,TDT7_VWC_30MIN_RAW,VWC_SOIL_25
COSMOS-HADLW-TDT7_TSOIL_30MIN_RAW,TDT7_TSOIL_30MIN_RAW,TEMP_SOIL_25
COSMOS-HADLW-TDT7_SOILEC_30MIN_RAW,TDT7_SOILEC_30MIN_RAW,COND_25
COSMOS-HADLW-TDT7_SOILPERM_30MIN_RAW,TDT7_SOILPERM_30MIN_RAW,PERM_25
COSMOS-HADLW-TDT8_VWC_30MIN_RAW,TDT8_VWC_30MIN_RAW,VWC_SOIL_25
COSMOS-HADLW-TDT8_TSOIL_30MIN_RAW,TDT8_TSOIL_30MIN_RAW,TEMP_SOIL_25
COSMOS-HADLW-TDT8_SOILEC_30MIN_RAW,TDT8_SOILEC_30MIN_RAW,COND_25
COSMOS-HADLW-TDT8_SOILPERM_30MIN_RAW,TDT8_SOILPERM_30MIN_RAW,PERM_25
COSMOS-HADLW-TDT9_VWC_30MIN_RAW,TDT9_VWC_30MIN_RAW,VWC_SOIL_50
COSMOS-HADLW-TDT9_TSOIL_30MIN_RAW,TDT9_TSOIL_30MIN_RAW,TEMP_SOIL_50
COSMOS-HADLW-TDT9_SOILEC_30MIN_RAW,TDT9_SOILEC_30MIN_RAW,COND_50
COSMOS-HADLW-TDT9_SOILPERM_30MIN_RAW,TDT9_SOILPERM_30MIN_RAW,PERM_50
COSMOS-HADLW-TDT10_VWC_30MIN_RAW,TDT10_VWC_30MIN_RAW,VWC_SOIL_50
COSMOS-HADLW-TDT10_TSOIL_30MIN_RAW,TDT10_TSOIL_30MIN_RAW,TEMP_SOIL_50
COSMOS-HADLW-TDT10_SOILEC_30MIN_RAW,TDT10_SOILEC_30MIN_RAW,COND_50
COSMOS-HADLW-TDT10_SOILPERM_30MIN_RAW,TDT10_SOILPERM_30MIN_RAW,PERM_50
COSMOS-HADLW-WD_30MIN_RAW,WD_30MIN_RAW,WD
COSMOS-HADLW-WD_STD_30MIN_RAW,WD_STD_30MIN_RAW,WD
COSMOS-HADLW-WS_30MIN_RAW,WS_30MIN_RAW,WS
COSMOS-HADLW-WS_STD_30MIN_RAW,WS_STD_30MIN_RAW,WS
COSMOS-HADLW-PA_30MIN_RAW,PA_30MIN_RAW,PA
COSMOS-HADLW-PA_STD_30MIN_RAW,PA_STD_30MIN_RAW,PA
COSMOS-HADLW-RH_30MIN_RAW,RH_30MIN_RAW,RH
COSMOS-HADLW-RH_STD_30MIN_RAW,RH_STD_30MIN_RAW,RH
COSMOS-HADLW-TA_30MIN_RAW,TA_30MIN_RAW,TEMP_AIR
COSMOS-HADLW-TA_STD_30MIN_RAW,TA_STD_30MIN_RAW,TEMP_AIR
COSMOS-HADLW-Q_30MIN_RAW,Q_30MIN_RAW,Q
COSMOS-HADLW-Q_STD_30MIN_RAW,Q_STD_30MIN_RAW,Q
COSMOS-HADLW-SWIN_30MIN_RAW,SWIN_30MIN_RAW,SWIN
COSMOS-HADLW-SWIN_STD_30MIN_RAW,SWIN_STD_30MIN_RAW,SWIN
COSMOS-HADLW-SWOUT_30MIN_RAW,SWOUT_30MIN_RAW,SWOUT
COSMOS-HADLW-SWOUT_STD_30MIN_RAW,SWOUT_STD_30MIN_RAW,SWOUT
COSMOS-HADLW-LWIN_UNC_30MIN_RAW,LWIN_UNC_30MIN_RAW,LWIN_UNC
COSMOS-HADLW-LWIN_UNC_STD_30MIN_RAW,LWIN_UNC_STD_30MIN_RAW,LWIN_UNC
COSMOS-HADLW-LWOUT_UNC_30MIN_RAW,LWOUT_UNC_30MIN_RAW,LWOUT_UNC
COSMOS-HADLW-LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC
COSMOS-HADLW-LWIN_30MIN_RAW,LWIN_30MIN_RAW,LWIN
COSMOS-HADLW-LWIN_STD_30MIN_RAW,LWIN_STD_30MIN_RAW,LWIN
COSMOS-HADLW-LWOUT_30MIN_RAW,LWOUT_30MIN_RAW,LWOUT
COSMOS-HADLW-LWOUT_STD_30MIN_RAW,LWOUT_STD_30MIN_RAW,LWOUT
COSMOS-HADLW-TNR01C_30MIN_RAW,TNR01C_30MIN_RAW,TEMP_RADIOMETER
COSMOS-HADLW-TNR01C_STD_30MIN_RAW,TNR01C_STD_30MIN_RAW,TEMP_RADIOMETER
COSMOS-HADLW-PRECIP_30MIN_RAW,PRECIP_30MIN_RAW,PRECIPITATION
COSMOS-HADLW-PRECIP_DIAG_30MIN_RAW,PRECIP_DIAG_30MIN_RAW,DIAG_PRECIP
COSMOS-HADLW-SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC
COSMOS-HADLW-SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY
COSMOS-HADLW-CTS_MOD_30MIN_RAW,CTS_MOD_30MIN_RAW,CTS
COSMOS-HADLW-CTS_BARE_30MIN_RAW,CTS_BARE_30MIN_RAW,CTS
COSMOS-HADLW-CTS_MOD2_30MIN_RAW,CTS_MOD2_30MIN_RAW,CTS
COSMOS-HADLW-PROFILE_VWC15_30MIN_RAW,PROFILE_VWC15_30MIN_RAW,VWC_SOIL_15
COSMOS-HADLW-PROFILE_SOILEC15_30MIN_RAW,PROFILE_SOILEC15_30MIN_RAW,COND_15
COSMOS-HADLW-PROFILE_VWC40_30MIN_RAW,PROFILE_VWC40_30MIN_RAW,VWC_SOIL_40
COSMOS-HADLW-PROFILE_SOILEC40_30MIN_RAW,PROFILE_SOILEC40_30MIN_RAW,COND_40
COSMOS-HADLW-PROFILE_VWC65_30MIN_RAW,PROFILE_VWC65_30MIN_RAW,VWC_SOIL_65
COSMOS-HADLW-PROFILE_SOILEC65_30MIN_RAW,PROFILE_SOILEC65_30MIN_RAW,COND_65
COSMOS-HADLW-STP_TSOIL50_30MIN_RAW,STP_TSOIL50_30MIN_RAW,TEMP_SOIL_50
COSMOS-HADLW-STP_TSOIL20_30MIN_RAW,STP_TSOIL20_30MIN_RAW,TEMP_SOIL_20
COSMOS-HADLW-STP_TSOIL10_30MIN_RAW,STP_TSOIL10_30MIN_RAW,TEMP_SOIL_10
COSMOS-HADLW-STP_TSOIL5_30MIN_RAW,STP_TSOIL5_30MIN_RAW,TEMP_SOIL_5
COSMOS-HADLW-STP_TSOIL2_30MIN_RAW,STP_TSOIL2_30MIN_RAW,TEMP_SOIL_2
COSMOS-HADLW-G1_30MIN_RAW,G1_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G1_STD_30MIN_RAW,G1_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G1_MV_30MIN_RAW,G1_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G1_CAL_30MIN_RAW,G1_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G2_30MIN_RAW,G2_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G2_STD_30MIN_RAW,G2_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G2_MV_30MIN_RAW,G2_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-G2_CAL_30MIN_RAW,G2_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-HADLW-BATTV_30MIN_RAW,BATTV_30MIN_RAW,VOLTAGE
COSMOS-HADLW-SCANS_30MIN_RAW,SCANS_30MIN_RAW,SCANS_METPAK
COSMOS-HADLW-CTS_MOD_DIAG_1_30MIN_RAW,CTS_MOD_DIAG_1_30MIN_RAW,DIAG_CRNS
COSMOS-HADLW-CTS_MOD_DIAG_2_30MIN_RAW,CTS_MOD_DIAG_2_30MIN_RAW,DIAG_CRNS
COSMOS-HADLW-CTS_MOD_DIAG_3_30MIN_RAW,CTS_MOD_DIAG_3_30MIN_RAW,DIAG_CRNS
COSMOS-HADLW-CTS_MOD_DIAG_4_30MIN_RAW,CTS_MOD_DIAG_4_30MIN_RAW,DIAG_CRNS
COSMOS-HADLW-CTS_MOD_DIAG_5_30MIN_RAW,CTS_MOD_DIAG_5_30MIN_RAW,DIAG_CRNS
COSMOS-HADLW-UX_30MIN_RAW,UX_30MIN_RAW,WS
COSMOS-HADLW-UZ_30MIN_RAW,UZ_30MIN_RAW,WS
COSMOS-HADLW-UY_30MIN_RAW,UY_30MIN_RAW,WS
COSMOS-HADLW-STDEV_UX_30MIN_RAW,STDEV_UX_30MIN_RAW,WS
COSMOS-HADLW-STDEV_UY_30MIN_RAW,STDEV_UY_30MIN_RAW,WS
COSMOS-HADLW-STDEV_UZ_30MIN_RAW,STDEV_UZ_30MIN_RAW,WS
COSMOS-HADLW-COV_UX_UY_30MIN_RAW,COV_UX_UY_30MIN_RAW,WS
COSMOS-HADLW-COV_UX_UZ_30MIN_RAW,COV_UX_UZ_30MIN_RAW,WS
COSMOS-HADLW-COV_UY_UZ_30MIN_RAW,COV_UY_UZ_30MIN_RAW,WS
COSMOS-HADLW-SNOWD_DISTANCE_COR_30MIN_RAW,SNOWD_DISTANCE_COR_30MIN_RAW,SNOWD_DISTANCE_COR
COSMOS-HADLW-WS_RES_30MIN_RAW,WS_RES_30MIN_RAW,WS
COSMOS-HADLW-HS_30MIN_RAW,HS_30MIN_RAW,HEATFLUX_SENSIBLE
COSMOS-HADLW-TAU_30MIN_RAW,TAU_30MIN_RAW,FLUX_MOM
COSMOS-HADLW-U_STAR_30MIN_RAW,U_STAR_30MIN_RAW,FRICTIONV
COSMOS-HADLW-TS_30MIN_RAW,TS_30MIN_RAW,TEMP_SONIC
COSMOS-HADLW-STDEV_TS_30MIN_RAW,STDEV_TS_30MIN_RAW,TEMP_SONIC
COSMOS-HADLW-COV_TS_UX_30MIN_RAW,COV_TS_UX_30MIN_RAW,WS
COSMOS-HADLW-COV_TS_UY_30MIN_RAW,COV_TS_UY_30MIN_RAW,WS
COSMOS-HADLW-TNR01C_30MIN_PROCESSED,TNR01C_30MIN_PROCESSED,TEMP_RADIOMETER
COSMOS-HADLW-TS_30MIN_PROCESSED,TS_30MIN_PROCESSED,TEMP_SONIC
COSMOS-HADLW-U_STAR_30MIN_PROCESSED,U_STAR_30MIN_PROCESSED,FRICTIONV
COSMOS-HADLW-UX_30MIN_PROCESSED,UX_30MIN_PROCESSED,WS
COSMOS-HADLW-UZ_30MIN_PROCESSED,UZ_30MIN_PROCESSED,WS
COSMOS-HADLW-UY_30MIN_PROCESSED,UY_30MIN_PROCESSED,WS
COSMOS-HADLW-WD_30MIN_PROCESSED,WD_30MIN_PROCESSED,WD
COSMOS-HADLW-WS_30MIN_PROCESSED,WS_30MIN_PROCESSED,WS
COSMOS-HADLW-WS_RES_30MIN_PROCESSED,WS_RES_30MIN_PROCESSED,WS
COSMOS-HADLW-ALBEDO_30MIN_PROCESSED,ALBEDO_30MIN_PROCESSED,ALBEDO
COSMOS-HADLW-COV_TS_UX_30MIN_PROCESSED,COV_TS_UX_30MIN_PROCESSED,WS
COSMOS-HADLW-COV_TS_UY_30MIN_PROCESSED,COV_TS_UY_30MIN_PROCESSED,WS
COSMOS-HADLW-COV_TS_UZ_30MIN_PROCESSED,COV_TS_UZ_30MIN_PROCESSED,WS
COSMOS-HADLW-COV_UX_UY_30MIN_PROCESSED,COV_UX_UY_30MIN_PROCESSED,WS
COSMOS-HADLW-COV_UX_UZ_30MIN_PROCESSED,COV_UX_UZ_30MIN_PROCESSED,WS
COSMOS-HADLW-COV_UY_UZ_30MIN_PROCESSED,COV_UY_UZ_30MIN_PROCESSED,WS
COSMOS-HADLW-CTS_BARE_30MIN_PROCESSED,CTS_BARE_30MIN_PROCESSED,CTS
COSMOS-HADLW-CTS_MOD_30MIN_PROCESSED,CTS_MOD_30MIN_PROCESSED,CTS
COSMOS-HADLW-CTS_MOD_RH_30MIN_PROCESSED,CTS_MOD_RH_30MIN_PROCESSED,RH
COSMOS-HADLW-CTS_MOD_TEMP_30MIN_PROCESSED,CTS_MOD_TEMP_30MIN_PROCESSED,TEMP_CRNS
COSMOS-HADLW-CTS_MOD_PERIOD_30MIN_PROCESSED,CTS_MOD_PERIOD_30MIN_PROCESSED,MEASURE_PERIOD
COSMOS-HADLW-CTS_MOD2_30MIN_PROCESSED,CTS_MOD2_30MIN_PROCESSED,CTS
COSMOS-HADLW-CTS_MOD2_RH_30MIN_PROCESSED,CTS_MOD2_RH_30MIN_PROCESSED,RH
COSMOS-HADLW-CTS_MOD2_TEMP_30MIN_PROCESSED,CTS_MOD2_TEMP_30MIN_PROCESSED,TEMP_CRNS
COSMOS-HADLW-CTS_MOD2_PERIOD_30MIN_PROCESSED,CTS_MOD2_PERIOD_30MIN_PROCESSED,MEASURE_PERIOD
COSMOS-HADLW-E_SAT_MEAN_30MIN_PROCESSED,E_SAT_MEAN_30MIN_PROCESSED,VAPOUR_P
COSMOS-HADLW-G1_30MIN_PROCESSED,G1_30MIN_PROCESSED,HEATFLUX_SOIL
COSMOS-HADLW-G2_30MIN_PROCESSED,G2_30MIN_PROCESSED,HEATFLUX_SOIL
COSMOS-HADLW-HS_30MIN_PROCESSED,HS_30MIN_PROCESSED,HEATFLUX_SENSIBLE
COSMOS-HADLW-LWIN_30MIN_PROCESSED,LWIN_30MIN_PROCESSED,LWIN
COSMOS-HADLW-LWOUT_30MIN_PROCESSED,LWOUT_30MIN_PROCESSED,LWOUT
COSMOS-HADLW-LWIN_MULT_30MIN_PROCESSED,LWIN_MULT_30MIN_PROCESSED,FACTOR_CALIB
COSMOS-HADLW-LWOUT_MULT_30MIN_PROCESSED,LWOUT_MULT_30MIN_PROCESSED,FACTOR_CALIB
COSMOS-HADLW-MSLP_30MIN_PROCESSED,MSLP_30MIN_PROCESSED,PA
COSMOS-HADLW-PA_30MIN_PROCESSED,PA_30MIN_PROCESSED,PA
COSMOS-HADLW-PE_30MIN_PROCESSED,PE_30MIN_PROCESSED,PE
COSMOS-HADLW-PRECIP_30MIN_PROCESSED,PRECIP_30MIN_PROCESSED,PRECIPITATION
COSMOS-HADLW-PRECIP_RAINE_30MIN_PROCESSED,PRECIP_RAINE_30MIN_PROCESSED,PRECIPITATION
COSMOS-HADLW-PRECIP_TIPPING_30MIN_PROCESSED,PRECIP_TIPPING_30MIN_PROCESSED,PRECIPITATION
COSMOS-HADLW-PRECIP_TIPPING2_30MIN_PROCESSED,PRECIP_TIPPING2_30MIN_PROCESSED,PRECIPITATION
COSMOS-HADLW-PROFILE_VWC15_30MIN_PROCESSED,PROFILE_VWC15_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-HADLW-PROFILE_SOILEC15_30MIN_PROCESSED,PROFILE_SOILEC15_30MIN_PROCESSED,COND_15
COSMOS-HADLW-PROFILE_VWC40_30MIN_PROCESSED,PROFILE_VWC40_30MIN_PROCESSED,VWC_SOIL_40
COSMOS-HADLW-PROFILE_SOILEC40_30MIN_PROCESSED,PROFILE_SOILEC40_30MIN_PROCESSED,COND_40
COSMOS-HADLW-PROFILE_VWC65_30MIN_PROCESSED,PROFILE_VWC65_30MIN_PROCESSED,VWC_SOIL_65
COSMOS-HADLW-PROFILE_SOILEC65_30MIN_PROCESSED,PROFILE_SOILEC65_30MIN_PROCESSED,COND_65
COSMOS-HADLW-Q_30MIN_PROCESSED,Q_30MIN_PROCESSED,Q
COSMOS-HADLW-RHO_A_MEAN_30MIN_PROCESSED,RHO_A_MEAN_30MIN_PROCESSED,AIR_DENSITY
COSMOS-HADLW-RH_30MIN_PROCESSED,RH_30MIN_PROCESSED,RH
COSMOS-HADLW-RN_30MIN_PROCESSED,RN_30MIN_PROCESSED,RN
COSMOS-HADLW-SNOWD_DISTANCE_COR_30MIN_PROCESSED,SNOWD_DISTANCE_COR_30MIN_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-HADLW-SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC
COSMOS-HADLW-STP_TSOIL50_30MIN_PROCESSED,STP_TSOIL50_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-HADLW-STP_TSOIL20_30MIN_PROCESSED,STP_TSOIL20_30MIN_PROCESSED,TEMP_SOIL_20
COSMOS-HADLW-STP_TSOIL10_30MIN_PROCESSED,STP_TSOIL10_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-HADLW-STP_TSOIL5_30MIN_PROCESSED,STP_TSOIL5_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-HADLW-STP_TSOIL2_30MIN_PROCESSED,STP_TSOIL2_30MIN_PROCESSED,TEMP_SOIL_2
COSMOS-HADLW-SWIN_30MIN_PROCESSED,SWIN_30MIN_PROCESSED,SWIN
COSMOS-HADLW-SWOUT_30MIN_PROCESSED,SWOUT_30MIN_PROCESSED,SWOUT
COSMOS-HADLW-TA_30MIN_PROCESSED,TA_30MIN_PROCESSED,TEMP_AIR
COSMOS-HADLW-TAU_30MIN_PROCESSED,TAU_30MIN_PROCESSED,FLUX_MOM
COSMOS-HADLW-TDT1_VWC_30MIN_PROCESSED,TDT1_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-HADLW-TDT1_TSOIL_30MIN_PROCESSED,TDT1_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-HADLW-TDT1_SOILPERM_30MIN_PROCESSED,TDT1_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-HADLW-TDT1_SOILEC_30MIN_PROCESSED,TDT1_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-HADLW-TDT2_VWC_30MIN_PROCESSED,TDT2_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-HADLW-TDT2_TSOIL_30MIN_PROCESSED,TDT2_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-HADLW-TDT2_SOILPERM_30MIN_PROCESSED,TDT2_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-HADLW-TDT2_SOILEC_30MIN_PROCESSED,TDT2_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-HADLW-TDT3_VWC_30MIN_PROCESSED,TDT3_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-HADLW-TDT3_TSOIL_30MIN_PROCESSED,TDT3_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-HADLW-TDT3_SOILEC_30MIN_PROCESSED,TDT3_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-HADLW-TDT3_SOILPERM_30MIN_PROCESSED,TDT3_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-HADLW-TDT4_VWC_30MIN_PROCESSED,TDT4_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-HADLW-TDT4_TSOIL_30MIN_PROCESSED,TDT4_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-HADLW-TDT4_SOILEC_30MIN_PROCESSED,TDT4_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-HADLW-TDT4_SOILPERM_30MIN_PROCESSED,TDT4_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-HADLW-TDT5_VWC_30MIN_PROCESSED,TDT5_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-HADLW-TDT5_TSOIL_30MIN_PROCESSED,TDT5_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-HADLW-TDT5_SOILEC_30MIN_PROCESSED,TDT5_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-HADLW-TDT5_SOILPERM_30MIN_PROCESSED,TDT5_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-HADLW-TDT6_VWC_30MIN_PROCESSED,TDT6_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-HADLW-TDT6_TSOIL_30MIN_PROCESSED,TDT6_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-HADLW-TDT6_SOILEC_30MIN_PROCESSED,TDT6_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-HADLW-TDT6_SOILPERM_30MIN_PROCESSED,TDT6_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-HADLW-TDT7_VWC_30MIN_PROCESSED,TDT7_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-HADLW-TDT7_TSOIL_30MIN_PROCESSED,TDT7_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-HADLW-TDT7_SOILEC_30MIN_PROCESSED,TDT7_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-HADLW-TDT7_SOILPERM_30MIN_PROCESSED,TDT7_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-HADLW-TDT8_VWC_30MIN_PROCESSED,TDT8_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-HADLW-TDT8_TSOIL_30MIN_PROCESSED,TDT8_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-HADLW-TDT8_SOILEC_30MIN_PROCESSED,TDT8_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-HADLW-TDT8_SOILPERM_30MIN_PROCESSED,TDT8_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-HADLW-TDT9_VWC_30MIN_PROCESSED,TDT9_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-HADLW-TDT9_TSOIL_30MIN_PROCESSED,TDT9_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-HADLW-TDT9_SOILEC_30MIN_PROCESSED,TDT9_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-HADLW-TDT9_SOILPERM_30MIN_PROCESSED,TDT9_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-HADLW-TDT10_VWC_30MIN_PROCESSED,TDT10_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-HADLW-TDT10_TSOIL_30MIN_PROCESSED,TDT10_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-HADLW-TDT10_SOILEC_30MIN_PROCESSED,TDT10_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-HADLW-TDT10_SOILPERM_30MIN_PROCESSED,TDT10_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-HADLW-WD_1DAY_PROCESSED,WD_1DAY_PROCESSED,WD
COSMOS-HADLW-WS_1DAY_PROCESSED,WS_1DAY_PROCESSED,WS
COSMOS-HADLW-ALBEDO_1DAY_PROCESSED,ALBEDO_1DAY_PROCESSED,ALBEDO
COSMOS-HADLW-ALBEDO_SD_1DAY_PROCESSED,ALBEDO_SD_1DAY_PROCESSED,ALBEDO
COSMOS-HADLW-COSMOS_VWC_1DAY_PROCESSED,COSMOS_VWC_1DAY_PROCESSED,VWC_CRNS
COSMOS-HADLW-COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,VWC_CRNS
COSMOS-HADLW-CTS_EST_CRNS_1DAY_PROCESSED,CTS_EST_CRNS_1DAY_PROCESSED,CTS
COSMOS-HADLW-CTS_MOD_CORR_1DAY_PROCESSED,CTS_MOD_CORR_1DAY_PROCESSED,CTS
COSMOS-HADLW-D86_1MIN_1DAY_PROCESSED,D86_1MIN_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-D86_5M_1DAY_PROCESSED,D86_5M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-D86_25M_1DAY_PROCESSED,D86_25M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-D86_75M_1DAY_PROCESSED,D86_75M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-D86_150M_1DAY_PROCESSED,D86_150M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-D86_200M_1DAY_PROCESSED,D86_200M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH
COSMOS-HADLW-G1_1DAY_PROCESSED,G1_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-HADLW-G2_1DAY_PROCESSED,G2_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-HADLW-LWIN_1DAY_PROCESSED,LWIN_1DAY_PROCESSED,LWIN
COSMOS-HADLW-LWOUT_1DAY_PROCESSED,LWOUT_1DAY_PROCESSED,LWOUT
COSMOS-HADLW-MSLP_1DAY_PROCESSED,MSLP_1DAY_PROCESSED,PA
COSMOS-HADLW-PA_1DAY_PROCESSED,PA_1DAY_PROCESSED,PA
COSMOS-HADLW-PE_1DAY_PROCESSED,PE_1DAY_PROCESSED,PE
COSMOS-HADLW-PRECIP_1DAY_PROCESSED,PRECIP_1DAY_PROCESSED,PRECIPITATION
COSMOS-HADLW-PRECIP_RAINE_1DAY_PROCESSED,PRECIP_RAINE_1DAY_PROCESSED,PRECIPITATION
COSMOS-HADLW-PRECIP_TIPPING_1DAY_PROCESSED,PRECIP_TIPPING_1DAY_PROCESSED,PRECIPITATION
COSMOS-HADLW-Q_1DAY_PROCESSED,Q_1DAY_PROCESSED,Q
COSMOS-HADLW-RH_1DAY_PROCESSED,RH_1DAY_PROCESSED,RH
COSMOS-HADLW-RN_1DAY_PROCESSED,RN_1DAY_PROCESSED,RN
COSMOS-HADLW-SIGMA_SWE_CRNS_1DAY_PROCESSED,SIGMA_SWE_CRNS_1DAY_PROCESSED,UNCERTAINTY
COSMOS-HADLW-SMI_1DAY_PROCESSED,SMI_1DAY_PROCESSED,SMI
COSMOS-HADLW-SNOW_1DAY_PROCESSED,SNOW_1DAY_PROCESSED,SNOW_DAY
COSMOS-HADLW-SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-HADLW-STP_TSOIL2_1DAY_PROCESSED,STP_TSOIL2_1DAY_PROCESSED,TEMP_SOIL_2
COSMOS-HADLW-STP_TSOIL5_1DAY_PROCESSED,STP_TSOIL5_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-HADLW-STP_TSOIL10_1DAY_PROCESSED,STP_TSOIL10_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-HADLW-STP_TSOIL20_1DAY_PROCESSED,STP_TSOIL20_1DAY_PROCESSED,TEMP_SOIL_20
COSMOS-HADLW-STP_TSOIL50_1DAY_PROCESSED,STP_TSOIL50_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-HADLW-SWE_CRNS_1DAY_PROCESSED,SWE_CRNS_1DAY_PROCESSED,SWE
COSMOS-HADLW-SWIN_1DAY_PROCESSED,SWIN_1DAY_PROCESSED,SWIN
COSMOS-HADLW-SWOUT_1DAY_PROCESSED,SWOUT_1DAY_PROCESSED,SWOUT
COSMOS-HADLW-TA_1DAY_PROCESSED,TA_1DAY_PROCESSED,TEMP_AIR
COSMOS-HADLW-TA_MAX_1DAY_PROCESSED,TA_MAX_1DAY_PROCESSED,TEMP_AIR
COSMOS-HADLW-TA_MIN_1DAY_PROCESSED,TA_MIN_1DAY_PROCESSED,TEMP_AIR
COSMOS-HADLW-TDT1_TSOIL_1DAY_PROCESSED,TDT1_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
